id,p_same_figure,p_same_paper,p_related_papers,p_unrelated_papers
56,0.9397056698799133,0.05138348415493965,0.0077577452175319195,0.001153085846453905
58,0.9790295362472534,0.01737985573709011,0.0029272453393787146,0.0006634424207732081
60,0.9621418714523315,0.03141504526138306,0.005811198614537716,0.0006319385720416903
62,0.4659269154071808,0.4515918493270874,0.0797106996178627,0.0027705025859177113
64,0.9307348728179932,0.062355346977710724,0.006572205573320389,0.0003375976230017841
66,0.926831066608429,0.06507375091314316,0.007416048087179661,0.000679105578456074
68,0.9809184074401855,0.01585506834089756,0.0027551979292184114,0.00047135879867710173
70,0.7836701273918152,0.18041111528873444,0.032345931977033615,0.003572848392650485
72,0.9656598567962646,0.029160400852560997,0.004402562044560909,0.0007770983502268791
74,0.8515691757202148,0.13264890015125275,0.014652056619524956,0.001129845273680985
76,0.983244001865387,0.013593711890280247,0.002635261043906212,0.000527085387147963
78,0.9586402177810669,0.03280286490917206,0.007434570696204901,0.0011224522022530437
80,0.9846716523170471,0.012590382248163223,0.0022573312744498253,0.0004806135839316994
82,0.9798035621643066,0.016597086563706398,0.0029756936710327864,0.0006237392080947757
84,0.9456638693809509,0.04635189473628998,0.0071082934737205505,0.0008759136544540524
86,0.7755874991416931,0.1930590122938156,0.030072791501879692,0.001280653988942504
88,0.9546026587486267,0.04194231331348419,0.0031347365584224463,0.0003202335210517049
90,0.9812265634536743,0.016109809279441833,0.0022848567459732294,0.0003788664180319756
92,0.9806293249130249,0.015604658983647823,0.0031702786218374968,0.0005956777022220194
94,0.9748287200927734,0.021536771208047867,0.003201155224815011,0.00043322928831912577
96,0.9670562148094177,0.028304098173975945,0.004014374688267708,0.0006253189640119672
98,0.9878204464912415,0.010149008594453335,0.0017093719216063619,0.00032118146191351116
100,0.890299916267395,0.09681562334299088,0.012308726087212563,0.0005756867467425764
102,0.9835425615310669,0.013811974786221981,0.0021181348711252213,0.0005272454582154751
104,0.9481614232063293,0.043658580631017685,0.007016571704298258,0.0011634617112576962
106,0.973863959312439,0.021854277700185776,0.0036808608565479517,0.0006008839700371027
108,0.9425897002220154,0.04477975144982338,0.010973750613629818,0.0016567884013056755
110,0.9727231860160828,0.023602427914738655,0.0031447187066078186,0.000529657059814781
112,0.9153392314910889,0.07631883770227432,0.00743943452835083,0.0009025057661347091
114,0.9759592413902283,0.021227464079856873,0.0024959533475339413,0.0003173248842358589
116,0.9149754047393799,0.07510575652122498,0.009548625908792019,0.0003702403628267348
118,0.9753382205963135,0.02088506519794464,0.0033565352205187082,0.00042011967161670327
120,0.7721354961395264,0.19522641599178314,0.029938941821455956,0.002699077595025301
122,0.1509391814470291,0.4506211280822754,0.30970707535743713,0.08873255550861359
124,0.9685801267623901,0.025411609560251236,0.0050826421938836575,0.0009256179328076541
126,0.9886325001716614,0.00969221256673336,0.0014863488031551242,0.00018896804249379784
128,0.9560999870300293,0.04071564972400665,0.0029958784580230713,0.00018855086818803102
130,0.9811867475509644,0.015613529831171036,0.0027132246177643538,0.0004864543443545699
132,0.745643675327301,0.20384764671325684,0.04548455402255058,0.0050241076387465
134,0.8714303374290466,0.11078992486000061,0.015960803255438805,0.001818952732719481
136,0.9357010722160339,0.057078130543231964,0.006711322348564863,0.0005094981752336025
138,0.9462918043136597,0.047855015844106674,0.005369184073060751,0.00048404664266854525
140,0.9698460698127747,0.025050340220332146,0.004285607952624559,0.000817922584246844
142,0.5277957916259766,0.4110477566719055,0.05829896777868271,0.002857535146176815
144,0.8526804447174072,0.11906086653470993,0.02574871852993965,0.0025099425110965967
146,0.0018245328683406115,0.1567181497812271,0.4827258884906769,0.3587314188480377
148,0.963976263999939,0.030033597722649574,0.005138142500072718,0.0008519875700585544
150,0.9844067096710205,0.013191057369112968,0.002087128348648548,0.0003151092678308487
152,0.0011064509162679315,0.3116193413734436,0.6494705080986023,0.037803713232278824
154,0.8814389705657959,0.11032503098249435,0.00786801427602768,0.00036799191730096936
156,0.9745961427688599,0.021197814494371414,0.003683628048747778,0.0005224495544098318
158,0.9910299777984619,0.0076857637614011765,0.001124675734899938,0.0001595129433553666
160,0.9732404947280884,0.023248862475156784,0.003146391361951828,0.0003642212541308254
162,0.8604087233543396,0.11463836580514908,0.02257363125681877,0.0023792432621121407
164,0.9298412799835205,0.05672068148851395,0.011168965138494968,0.0022691127378493547
166,0.9712363481521606,0.024697324261069298,0.0036140168085694313,0.00045234724530018866
168,0.971796989440918,0.021807894110679626,0.004790558014065027,0.0016046360833570361
170,0.9729334712028503,0.022526461631059647,0.003976156935095787,0.0005639389273710549
172,0.9726327061653137,0.021826647222042084,0.004720343742519617,0.0008202727185562253
174,0.847948431968689,0.1300371140241623,0.019632667303085327,0.0023817128967493773
176,0.9653275012969971,0.030549315735697746,0.003823695471510291,0.00029949500458315015
178,0.9800949096679688,0.016091229394078255,0.003218448255211115,0.000595353078097105
180,0.9622289538383484,0.03241519629955292,0.004743391647934914,0.0006125512882135808
182,0.9774845242500305,0.01876244880259037,0.0033117688726633787,0.0004412505077198148
184,0.9836017489433289,0.014251270331442356,0.0018118456937372684,0.0003351577324792743
186,0.9185395240783691,0.07194557785987854,0.008727988228201866,0.0007868520333431661
188,0.9807985424995422,0.015607352368533611,0.003025623271241784,0.0005684977513737977
190,0.9728389978408813,0.023239271715283394,0.0034542095381766558,0.0004674764350056648
192,0.9530616998672485,0.04253403842449188,0.00401858426630497,0.00038565180147998035
194,0.9713703989982605,0.023569602519273758,0.004160281736403704,0.0008997240802273154
196,0.9119106531143188,0.07369368523359299,0.01260750275105238,0.0017881242092698812
198,0.017513804137706757,0.7804450392723083,0.1973274052143097,0.004713776055723429
200,0.9845499992370605,0.012988438829779625,0.0020874321926385164,0.0003742559638340026
202,0.9694275856018066,0.026241201907396317,0.003900406416505575,0.0004308289207983762
204,0.9633733630180359,0.03001481480896473,0.00555218243971467,0.001059652422554791
206,0.7426902055740356,0.2411162108182907,0.015414043329656124,0.0007795051205903292
208,0.969340443611145,0.02707175351679325,0.003183132503181696,0.00040468989755026996
210,0.9421015381813049,0.04915546998381615,0.00765694584697485,0.0010859858011826873
212,0.8509604930877686,0.13049902021884918,0.017661122605204582,0.000879295461345464
214,0.9420275092124939,0.048389580100774765,0.008408847264945507,0.0011741382768377662
216,0.9743461608886719,0.020540358498692513,0.004238742403686047,0.0008747139945626259
218,0.979251503944397,0.01793561689555645,0.0025043729692697525,0.00030859935213811696
220,0.9523093104362488,0.03809716925024986,0.008368836715817451,0.001224631443619728
222,0.35221177339553833,0.5716961026191711,0.0738275945186615,0.002264508046209812
224,0.9755445122718811,0.021552585065364838,0.002655799500644207,0.0002470278413966298
226,0.9845841526985168,0.013193435966968536,0.0019610291346907616,0.0002612818207126111
228,0.749259889125824,0.20483624935150146,0.04293601214885712,0.0029678442515432835
230,0.221450537443161,0.6019648909568787,0.16979199647903442,0.0067925346083939075
232,0.9661078453063965,0.028276341035962105,0.004991070833057165,0.0006247056880965829
234,0.9787155389785767,0.017925800755620003,0.0028809381183236837,0.0004777064314112067
236,0.0041296957060694695,0.6129012107849121,0.371743381023407,0.011225678026676178
238,0.9066430926322937,0.08046914637088776,0.011775238439440727,0.0011125156888738275
240,0.9770057797431946,0.019348550587892532,0.003061385592445731,0.000584275636356324
242,0.9659731984138489,0.028717627748847008,0.004543788731098175,0.0007652988424524665
244,0.9916692972183228,0.007571488153189421,0.0006825904129073024,7.658451795578003e-05
246,0.9632371664047241,0.03145080804824829,0.004460673313587904,0.0008513343636877835
248,0.782367467880249,0.18875494599342346,0.027192728593945503,0.001684888731688261
250,0.9823265671730042,0.014915840700268745,0.0023600286804139614,0.000397493684431538
252,0.9770289063453674,0.020277587696909904,0.0024218126200139523,0.00027171982219442725
254,0.7447944283485413,0.22714945673942566,0.026294460520148277,0.0017616188852116466
256,0.9701846837997437,0.024288101121783257,0.00449284678325057,0.0010343120666220784
258,0.9540778398513794,0.03876896947622299,0.005945414304733276,0.001207884168252349
260,0.9584918022155762,0.033838901668787,0.006663274485617876,0.0010060039348900318
262,0.9822977781295776,0.014011724852025509,0.003225682070478797,0.00046470359666273
264,0.9742317795753479,0.02220681495964527,0.0032495749182999134,0.0003118522581644356
266,0.9890193343162537,0.009848694317042828,0.0010543916141614318,7.75826774770394e-05
268,0.9781544804573059,0.01877530850470066,0.0026216204278171062,0.00044850638369098306
270,0.9374071359634399,0.052884895354509354,0.008769174106419086,0.0009388193138875067
272,0.9895287156105042,0.008832858875393867,0.0013545629335567355,0.0002839317894540727
274,0.9598450660705566,0.03183358535170555,0.007214889395982027,0.001106439158320427
276,0.15477672219276428,0.6723194122314453,0.1673535406589508,0.005550336092710495
278,0.9803858995437622,0.016096007078886032,0.0030243501532822847,0.0004937116173096001
280,0.8356419205665588,0.14296147227287292,0.019652415066957474,0.0017442508833482862
282,0.2124478965997696,0.5258135795593262,0.2157934606075287,0.04594507813453674
284,0.9921234250068665,0.007116011809557676,0.0006723155383951962,8.818861533654854e-05
286,0.9809516668319702,0.015367780812084675,0.003026095451787114,0.0006544390344060957
288,0.9677996039390564,0.027886703610420227,0.003657939611002803,0.0006558324093930423
290,0.9864959120750427,0.011849482543766499,0.00143750524148345,0.00021703082893509418
292,0.9377753734588623,0.05208544060587883,0.008772619068622589,0.001366510521620512
294,0.18691909313201904,0.5757513642311096,0.2185305655002594,0.01879894733428955
296,0.9655141234397888,0.029156001284718513,0.004685795865952969,0.0006441399455070496
298,0.9702982902526855,0.024290943518280983,0.004423709120601416,0.0009870629291981459
300,0.9474157691001892,0.04500902444124222,0.006902357563376427,0.0006728304433636367
302,0.979866087436676,0.017125027254223824,0.0025454077403992414,0.00046355320955626667
304,0.417556494474411,0.4881729781627655,0.09030292183160782,0.003967633470892906
306,0.9844309687614441,0.01339911762624979,0.0019003988709300756,0.00026953386259265244
308,0.9136830568313599,0.07383691519498825,0.011323257349431515,0.0011567434994503856
310,0.9714835286140442,0.024320615455508232,0.0036149369552731514,0.0005809731665067375
312,0.16803447902202606,0.6441419720649719,0.1733684539794922,0.014455054886639118
314,0.9672188758850098,0.026593711227178574,0.005319077055901289,0.0008683154592290521
316,0.9722627401351929,0.023225504904985428,0.0039118132553994656,0.0005998960114084184
318,0.17358224093914032,0.4645301401615143,0.3046463131904602,0.05724134296178818
320,0.9614251255989075,0.03394245728850365,0.003990999422967434,0.000641411985270679
322,0.3334263563156128,0.5328137278556824,0.12459231913089752,0.009167566895484924
324,0.9613930583000183,0.032387036830186844,0.005370297934859991,0.0008497044909745455
326,0.9264764785766602,0.06110775098204613,0.01095601450651884,0.001459747669287026
328,0.48011940717697144,0.4510304629802704,0.06200157850980759,0.006848535500466824
330,0.9226022958755493,0.06181049719452858,0.012557565234601498,0.003029653336852789
332,0.7684096693992615,0.17415541410446167,0.05068211629986763,0.006752737797796726
334,0.7940043210983276,0.17995627224445343,0.023976853117346764,0.002062592888250947
336,0.9447990655899048,0.04703877121210098,0.007327227853238583,0.0008350382559001446
338,0.9500184655189514,0.04513267055153847,0.0043994588777422905,0.0004494329623412341
340,0.9816494584083557,0.016116753220558167,0.002049015136435628,0.00018472432566341013
342,0.9538809061050415,0.039371367543935776,0.006037794519215822,0.0007099320064298809
344,0.8578229546546936,0.13362304866313934,0.008024686947464943,0.0005292855203151703
346,0.9879193305969238,0.010309863835573196,0.0015086663188412786,0.0002621668973006308
348,0.9392578601837158,0.046762894839048386,0.00995639618486166,0.004022747278213501
350,0.9102010726928711,0.07953248172998428,0.009498801082372665,0.0007676208042539656
352,0.9831985831260681,0.01380714401602745,0.002514467341825366,0.0004798945738002658
354,0.9766825437545776,0.018747055903077126,0.0038086948916316032,0.0007617869996465743
356,0.6227171421051025,0.3385654389858246,0.03739707171916962,0.001320278155617416
358,0.9586492776870728,0.03384445980191231,0.006561047863215208,0.0009452086524106562
360,0.8797903060913086,0.10841143876314163,0.010903225280344486,0.0008949911571107805
362,0.929896354675293,0.05672403797507286,0.011345521546900272,0.0020341400522738695
364,0.991134524345398,0.007450084201991558,0.0011604991741478443,0.000254927872447297
366,0.9857262372970581,0.012216087430715561,0.0018157591111958027,0.0002419265074422583
368,0.9866576790809631,0.011486795730888844,0.0016548298299312592,0.00020075362408533692
370,0.9800570011138916,0.01795037090778351,0.0018053161911666393,0.0001873289147624746
372,0.972088634967804,0.02147623524069786,0.0056024109944701195,0.0008327240357175469
374,0.9796766638755798,0.01712171733379364,0.002929180394858122,0.00027245620731264353
376,0.9383529424667358,0.05461868643760681,0.00622454984113574,0.000803824863396585
378,0.9816571474075317,0.01586700975894928,0.0021140745375305414,0.00036167551297694445
380,0.9473044276237488,0.04294286668300629,0.008455950766801834,0.001296762260608375
382,0.9722781777381897,0.022865790873765945,0.00403605168685317,0.0008199737058021128
384,0.9810102581977844,0.0161062590777874,0.0025885114446282387,0.00029499639640562236
386,0.9923838973045349,0.006480903830379248,0.0009483658941462636,0.00018674429156817496
388,0.8896052241325378,0.09524025768041611,0.013936730101704597,0.0012177779572084546
390,0.0378088504076004,0.419386625289917,0.4128846526145935,0.12991991639137268
392,0.9831929206848145,0.014469679445028305,0.002084554871544242,0.0002528852201066911
394,0.980356752872467,0.01660645566880703,0.0026275229174643755,0.0004092891176696867
396,0.9819846749305725,0.015145458281040192,0.002472428372129798,0.00039735535392537713
398,0.9706889986991882,0.025072112679481506,0.0037266367580741644,0.0005122877191752195
400,0.977984607219696,0.018481014296412468,0.00306445243768394,0.00046994900912977755
402,0.634054958820343,0.33412349224090576,0.030122146010398865,0.0016993751050904393
404,0.9281774759292603,0.062184013426303864,0.008958457037806511,0.0006800920818932354
406,0.9653816819190979,0.029611079022288322,0.004265880677849054,0.0007412988925352693
408,0.957469642162323,0.0338028147816658,0.007310370448976755,0.0014171800576150417
410,0.9883716702461243,0.009997238405048847,0.0013959271600469947,0.00023511248582508415
412,0.9730260968208313,0.02252860739827156,0.0038541899994015694,0.0005910592153668404
414,0.9708006978034973,0.025469867512583733,0.0033935317769646645,0.00033600511960685253
416,0.9289029836654663,0.05938277766108513,0.010481683537364006,0.0012324502458795905
418,0.9866630434989929,0.011308771558105946,0.0017073689959943295,0.00032080512028187513
420,0.9022980332374573,0.08134463429450989,0.015284203924238682,0.0010731195798143744
422,0.9790987968444824,0.018502067774534225,0.002075874712318182,0.0003233588649891317
424,0.9856061339378357,0.012025227770209312,0.0019939783960580826,0.00037465745117515326
426,0.9871110916137695,0.011492074467241764,0.0012303302064538002,0.00016650708857923746
428,0.02637803740799427,0.22787146270275116,0.3816128969192505,0.36413758993148804
430,0.9860889315605164,0.011844593100249767,0.00176054157782346,0.00030593626433983445
432,0.9911475777626038,0.0073346770368516445,0.0012548152590170503,0.00026302356855012476
434,0.18337735533714294,0.7482941150665283,0.06641487032175064,0.0019137142226099968
436,0.5828163623809814,0.332078754901886,0.07765276730060577,0.007452109828591347
438,0.982437014579773,0.014458553865551949,0.0026745633222162724,0.00042984148603864014
440,0.9432611465454102,0.0484529472887516,0.007666369900107384,0.0006195376627147198
442,0.9823999404907227,0.015151862986385822,0.002050581621006131,0.0003975233994424343
444,0.9862325191497803,0.012032871134579182,0.0015783692942932248,0.00015627971151843667
446,0.9856954216957092,0.012801948934793472,0.0013283963780850172,0.00017424765974283218
448,0.9329881072044373,0.062506303191185,0.004187661688774824,0.000317911384627223
450,0.8623858094215393,0.1113666296005249,0.021929390728473663,0.004318153019994497
452,0.8942815661430359,0.08854586631059647,0.016125399619340897,0.0010470959823578596
454,0.9720085859298706,0.023956498131155968,0.0035056103952229023,0.0005292679416015744
456,0.9666056632995605,0.02785230241715908,0.0046183643862605095,0.0009237310732714832
458,0.9669833779335022,0.02966020628809929,0.0029830054845660925,0.00037336692912504077
460,0.9865451455116272,0.011132113635540009,0.0019649348687380552,0.00035784122883342206
462,0.749568521976471,0.20174363255500793,0.04098670557141304,0.007701174356043339
464,0.7372143864631653,0.22837837040424347,0.03139437735080719,0.0030128268990665674
466,0.9870592355728149,0.01131331268697977,0.001460976549424231,0.0001664983428781852
468,0.9655183553695679,0.02870410494506359,0.004910693038254976,0.0008667888469062746
470,0.9812371134757996,0.015372253023087978,0.0027560933958739042,0.0006344886496663094
472,0.0003778421669267118,0.602881908416748,0.39537960290908813,0.0013606620486825705
474,0.9912716746330261,0.007335595786571503,0.0012355160433799028,0.00015707821876276284
476,0.9389647841453552,0.049763310700654984,0.009647058323025703,0.0016248297179117799
478,0.4813644289970398,0.4522000253200531,0.0641356036067009,0.002299920655786991
480,0.7193617224693298,0.2335425615310669,0.0432010293006897,0.00389469088986516
482,0.955168604850769,0.037035904824733734,0.006744740065187216,0.0010506277903914452
484,0.9839587807655334,0.012980639934539795,0.0025164117105305195,0.000544212234672159
486,0.9805663824081421,0.01584937982261181,0.0022833195980638266,0.0013009962858632207
488,0.9819425940513611,0.01538330502808094,0.002251074882224202,0.00042296445462852716
490,0.9779461622238159,0.018771309405565262,0.0028340439312160015,0.00044841086491942406
492,0.9673531651496887,0.029211534187197685,0.0030788732692599297,0.00035640542046166956
494,0.9776588082313538,0.019666383042931557,0.002423373982310295,0.0002514618099667132
496,0.9401673078536987,0.04754529520869255,0.010608789511024952,0.001678554224781692
498,0.9803910255432129,0.01660703681409359,0.002753716893494129,0.0002482550626154989
500,0.07318657636642456,0.47723641991615295,0.37752512097358704,0.07205191999673843
502,0.9842921495437622,0.013189522549510002,0.002022678731009364,0.0004956787452101707
504,0.7747483849525452,0.19588705897331238,0.02735196240246296,0.0020125715527683496
506,0.955165445804596,0.039424389600753784,0.004782720934599638,0.0006273564649745822
508,0.9922599196434021,0.0068980250507593155,0.0007157746003940701,0.0001263417216250673
510,0.9834749698638916,0.013386106118559837,0.0025950148701667786,0.0005439446540549397
512,0.9739966988563538,0.022551080211997032,0.0030519566498696804,0.0004003295907750726
514,0.09696654230356216,0.7627009749412537,0.13674475252628326,0.003587627550587058
516,0.9864475727081299,0.011848901398479939,0.0014830639120191336,0.0002204377669841051
518,0.9727925658226013,0.02397582121193409,0.002819109009578824,0.000412526773288846
520,0.9513498544692993,0.041799396276474,0.0065110898576676846,0.0003397252003196627
522,0.934333086013794,0.05880389362573624,0.006295486818999052,0.0005675553693436086
524,0.9419626593589783,0.047636087983846664,0.009091506712138653,0.0013097557239234447
526,0.085616834461689,0.6131637096405029,0.27208974957466125,0.02912966161966324
528,0.9086320400238037,0.08064567297697067,0.009783430956304073,0.0009388873004354537
530,0.9785122275352478,0.018490983173251152,0.0025819200091063976,0.0004149522865191102
532,0.8660640716552734,0.11010768264532089,0.021681489422917366,0.0021467581391334534
534,0.9702879786491394,0.026678096503019333,0.0027682569343596697,0.00026566156884655356
536,0.9592161178588867,0.033864472061395645,0.006071565207093954,0.0008477804949507117
538,0.986815869808197,0.010962534695863724,0.0018463920569047332,0.00037511729169636965
540,0.2603120803833008,0.6442785859107971,0.09281713515520096,0.002592198085039854
542,0.97297602891922,0.02252744697034359,0.003914683125913143,0.0005818657227791846
544,0.956464946269989,0.03708617016673088,0.005867884028702974,0.0005809991853311658
546,0.8846272826194763,0.0977136567234993,0.01595131680369377,0.0017077323282137513
548,0.9799250364303589,0.016088441014289856,0.0032685648184269667,0.0007180084357969463
550,0.9651464223861694,0.02781025506556034,0.006014389451593161,0.0010289407800883055
552,0.991419792175293,0.007222946733236313,0.0011251181131228805,0.00023218124988488853
554,0.7642523646354675,0.17871154844760895,0.05365893244743347,0.0033771193120628595
556,0.8426364660263062,0.13332445919513702,0.022107360884547234,0.0019317197147756815
558,0.7402912974357605,0.2055714726448059,0.048827506601810455,0.005309744272381067
560,0.018001703545451164,0.5777934193611145,0.36726781725883484,0.03693709522485733
562,0.9602680802345276,0.03285856544971466,0.0059839896857738495,0.000889440649189055
564,0.9264417886734009,0.06304515153169632,0.009668287821114063,0.0008448055596090853
566,0.9788028001785278,0.016580132767558098,0.003877071663737297,0.0007399520836770535
568,0.9133982062339783,0.07981184124946594,0.00655135465785861,0.00023863307433202863
570,0.9677417278289795,0.026195568963885307,0.005078242626041174,0.0009844622109085321
572,0.9856415390968323,0.01183922030031681,0.0021560820750892162,0.00036314348108135164
574,0.9814870357513428,0.014903093688189983,0.0030754273757338524,0.0005344290984794497
576,0.9750224947929382,0.020554617047309875,0.0038022215012460947,0.0006206955877132714
578,0.9872242212295532,0.010302609764039516,0.00212606368586421,0.00034707033773884177
580,0.9875516295433044,0.010468322783708572,0.0015804803697392344,0.0003996079904027283
582,0.9593216776847839,0.03549356758594513,0.004583562258630991,0.0006012324593029916
584,0.9699782729148865,0.024665333330631256,0.004634478595107794,0.0007219125982373953
586,0.9624994397163391,0.031426720321178436,0.00546114519238472,0.0006127234664745629
588,0.9474122524261475,0.03972018137574196,0.010858893394470215,0.002008693292737007
590,0.1800287663936615,0.5374665856361389,0.234801784157753,0.04770287126302719
592,0.9524984359741211,0.041201040148735046,0.005404400173574686,0.0008961374987848103
594,0.9652624130249023,0.02781359665095806,0.005739659536629915,0.0011844458058476448
596,0.5150784850120544,0.33779671788215637,0.13228309154510498,0.01484175119549036
598,0.9766713976860046,0.019646519795060158,0.003060337621718645,0.0006217452464625239
600,0.9697028994560242,0.025046642869710922,0.0046331631019711494,0.0006173091824166477
602,0.9861219525337219,0.012220991775393486,0.0014595891116186976,0.0001975339255295694
604,0.9356839656829834,0.05619218945503235,0.007370811887085438,0.0007529758149757981
606,0.9729491472244263,0.022177578881382942,0.004102439619600773,0.0007708255434408784
608,0.9204041957855225,0.06462251394987106,0.01354561559855938,0.0014276973670348525
610,0.8444263935089111,0.13153627514839172,0.021472705528140068,0.0025645489804446697
612,0.9779180288314819,0.018479755148291588,0.0029699672013521194,0.000632342416793108
614,0.7598162293434143,0.21099333465099335,0.027247222140431404,0.0019431813852861524
616,0.9845255017280579,0.01278675440698862,0.0022569962311536074,0.00043075522989965975
618,0.9048469662666321,0.08416387438774109,0.009896100498735905,0.0010930979624390602
620,0.9791233539581299,0.01821567676961422,0.0023523331619799137,0.000308558956021443
622,0.967022180557251,0.029661396518349648,0.0030301024671643972,0.0002862818364519626
624,0.9469467997550964,0.04569518566131592,0.006480955518782139,0.0008771019638516009
626,0.9870502948760986,0.010795138776302338,0.0018181982450187206,0.00033633282873779535
628,0.9462689757347107,0.04860744997859001,0.00452119717374444,0.000602391199208796
630,0.9685742855072021,0.026218105107545853,0.004415849223732948,0.0007917181355878711
632,0.9778938293457031,0.017359694465994835,0.003934469539672136,0.0008119237027131021
634,0.9739083051681519,0.022549031302332878,0.0031485501676797867,0.0003940872848033905
636,0.6700654029846191,0.30202215909957886,0.026805991306900978,0.0011064154095947742
638,0.9626403450965881,0.03143132105469704,0.005211824085563421,0.0007164512644521892
640,0.982833206653595,0.013588032685220242,0.0031281427945941687,0.00045065165613777936
642,0.9857276082038879,0.012216104194521904,0.0017598966369405389,0.000296414946205914
644,0.9915004968643188,0.00757019966840744,0.0008627282804809511,6.652645242866129e-05
646,0.9732760787010193,0.022889260202646255,0.003402184695005417,0.0004325392364989966
648,0.8554120659828186,0.1175905093550682,0.025036463513970375,0.0019610074814409018
650,0.9893081784248352,0.00883089005947113,0.001558744697831571,0.00030217645689845085
652,0.9886729121208191,0.00954233855009079,0.0015098172007128596,0.0002749581472016871
654,0.9784788489341736,0.018490353599190712,0.002463601529598236,0.0005671532126143575
656,0.041907764971256256,0.6555477380752563,0.2863876223564148,0.016156883910298347
658,0.9674748778343201,0.028316352516412735,0.0036567123606801033,0.0005520809791050851
660,0.9859524965286255,0.011842954903841019,0.001873827539384365,0.00033075021929107606
662,0.869280219078064,0.11582038551568985,0.01383277215063572,0.0010666687740013003
664,0.369307279586792,0.5458007454872131,0.08240358531475067,0.002488372614607215
666,0.9266135096549988,0.062079232186079025,0.010134155862033367,0.0011731137055903673
668,0.991302490234375,0.007451346609741449,0.001107543706893921,0.00013862535706721246
670,0.955162525177002,0.03881304711103439,0.005335494410246611,0.0006890141521580517
672,0.36579790711402893,0.6030988097190857,0.030026519671082497,0.0010767594212666154
674,0.055990029126405716,0.46879875659942627,0.3429804742336273,0.1322307586669922
676,0.9836071729660034,0.014475774951279163,0.001675692736171186,0.00024140642199199647
678,0.9899293780326843,0.008836435154080391,0.0010389998788014054,0.0001952222955878824
680,0.9444541931152344,0.05005423724651337,0.00519388634711504,0.00029763340717181563
682,0.9658507704734802,0.027399078011512756,0.0056541189551353455,0.0010961010120809078
684,0.9801713228225708,0.016603315249085426,0.002796454355120659,0.00042885018046945333
686,0.9818708896636963,0.015870464965701103,0.002017703140154481,0.0002409802982583642
688,0.9723561406135559,0.023593522608280182,0.0036181837785989046,0.0004321304149925709
690,0.9672293663024902,0.02875497192144394,0.003599106799811125,0.0004166268336120993
692,0.9359179139137268,0.05620624125003815,0.007145821116864681,0.0007299917051568627
694,0.9672905802726746,0.02659568376839161,0.005488329567015171,0.0006254704785533249
696,0.9858907461166382,0.011658616364002228,0.002057868055999279,0.0003927509533241391
698,0.9900437593460083,0.008700444363057613,0.0011061374098062515,0.00014969940821174532
700,0.9572515487670898,0.03711666911840439,0.005102298688143492,0.0005294408765621483
702,0.9851049780845642,0.013408291153609753,0.0013070179848000407,0.00017967117310035974
704,0.9901999831199646,0.00843409076333046,0.0011962085263803601,0.00016965843678917736
706,0.3957173824310303,0.5324959754943848,0.06876537203788757,0.00302133965305984
708,0.9714975357055664,0.025889530777931213,0.002370767295360565,0.0002421891549602151
710,0.9706776738166809,0.024683117866516113,0.003905436024069786,0.0007338097202591598
712,0.9728370904922485,0.023605192080140114,0.0031450872775167227,0.00041254566167481244
